Fecha,variable,Medio_pago,Sucursal,Factura
2024-04-06,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027751
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027752
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027753
2024-04-06,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027754
2024-04-06,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027755
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027756
2024-04-06,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027757
2024-04-06,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027758
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027759
2024-04-06,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027760
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027761
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027762
2024-04-06,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027763
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027764
2024-04-06,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027765
2024-04-06,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027766
2024-04-06,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027767
2024-04-06,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027768
2024-04-06,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027769
2024-04-06,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027770
2024-04-06,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027771
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027772
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027773
2024-04-06,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027774
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027775
2024-04-06,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027776
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027777
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027778
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027779
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027780
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027781
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027782
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027783
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027784
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027785
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027786
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027787
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027788
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027789
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027790
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027791
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027792
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027793
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027794
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027795
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027796
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027797
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027798
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027799
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027800
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027801
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027802
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027803
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027804
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027805
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027806
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027807
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027808
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027809
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027810
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027811
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027812
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027813
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027814
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027815
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027816
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027817
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027818
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027819
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027820
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027821
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027822
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027823
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027824
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027825
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027826
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027827
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027828
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027829
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027830
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027831
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027832
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027833
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027834
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027835
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027836
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027837
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027838
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027839
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027840
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027841
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027842
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027843
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027844
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027845
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027846
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027847
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027848
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027849
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027850
2024-04-07,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027851
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027852
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027853
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027854
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027855
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027856
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027857
2024-04-07,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027858
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027859
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027860
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027861
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027862
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027863
2024-04-07,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027864
2024-04-07,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027865
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027866
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027867
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027868
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027869
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027870
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027871
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027872
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027873
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027874
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027875
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027876
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027877
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027878
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027879
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027880
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027881
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027882
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027883
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027884
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027885
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027886
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027887
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027888
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027889
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027890
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027891
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027892
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027893
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027894
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027895
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027896
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027897
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027898
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027899
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027900
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027901
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027902
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027903
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027904
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027905
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027906
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027907
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027908
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027909
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027910
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027911
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027912
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027913
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027914
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027915
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027916
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027917
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027918
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027919
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027920
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027921
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027922
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027923
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027924
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027925
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027926
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027927
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027928
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027929
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027930
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027931
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027932
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027933
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027934
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027935
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027936
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027937
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027938
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027939
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027940
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027941
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Norte,FAC027942
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027943
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027944
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027945
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027946
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027947
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC027948
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027949
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027950
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027951
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027952
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC027953
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027954
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027955
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027956
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027957
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027958
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027959
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027960
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027961
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027962
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027963
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027964
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027965
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027966
2024-04-08,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027967
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027968
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027969
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027970
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027971
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027972
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC027973
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027974
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC027975
2024-04-08,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC027976
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027977
2024-04-08,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027978
2024-04-08,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027979
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027980
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027981
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027982
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027983
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027984
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Este,FAC027985
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027986
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027987
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC027988
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC027989
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027990
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC027991
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC027992
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC027993
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027994
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC027995
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027996
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC027997
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC027998
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC027999
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028000
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028001
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC028002
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028003
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC028004
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028005
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028006
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC028007
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Este,FAC028008
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028009
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028010
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028011
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028012
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Sur,FAC028013
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC028014
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028015
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028016
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC028017
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028018
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC028019
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC028020
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC028021
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028022
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028023
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028024
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028025
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC028026
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC028027
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028028
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028029
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028030
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC028031
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC028032
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028033
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC028034
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028035
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028036
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028037
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028038
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028039
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC028040
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028041
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC028042
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028043
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Este,FAC028044
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC028045
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028046
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC028047
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028048
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC028049
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028050
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028051
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028052
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028053
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028054
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028055
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028056
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC028057
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028058
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028059
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC028060
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028061
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC028062
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028063
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028064
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028065
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Norte,FAC028066
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC028067
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028068
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Centro,FAC028069
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC028070
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC028071
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028072
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028073
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC028074
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028075
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Este,FAC028076
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Este,FAC028077
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Centro,FAC028078
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Sur,FAC028079
2024-04-09,Auriculares_inalambricos,Efectivo,Sucursal Norte,FAC028080
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC028081
2024-04-09,Auriculares_inalambricos,PayPal,Sucursal Centro,FAC028082
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Este,FAC028083
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Sur,FAC028084
2024-04-09,Auriculares_inalambricos,Tarjeta de Crédito,Sucursal Centro,FAC028085
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Norte,FAC028086
2024-04-09,Auriculares_inalambricos,Billetera digital,Sucursal Sur,FAC028087
