Nro pedido,ITEM,Cantidad,Latitud,Longitud,Fecha_pedido,fecha_embarque,fecha_recepcion,fecha_bodega,fecha_entrega
2477,20,1,-11.857929,-77.121583,20230216,,,,
2478,20,1,-11.962053,-76.98662,20230212,20230219.0,,,
2479,116,3,-11.935526,-77.083332,20230212,,,,
2480,24,2,-12.012934,-77.09757,20230125,20230201.0,20230202.0,20230207.0,
2481,27,1,-12.222345,-76.934085,20230127,20230202.0,20230207.0,20230209.0,
2482,79,1,-11.855245,-77.116501,20230125,20230131.0,20230213.0,20230216.0,
2483,81,3,-11.934204,-77.097205,20230201,20230205.0,20230212.0,20230216.0,20230220.0
2484,105,3,-12.007136,-77.100563,20230204,,,,
2485,117,4,-11.982221,-76.832618,20230204,20230205.0,20230217.0,20230220.0,
2486,3,1,-12.166071,-76.997529,20230116,20230121.0,20230201.0,20230206.0,
2487,47,1,-11.855184,-77.118616,20230210,20230211.0,20230219.0,,
2488,25,5,-12.006317,-77.101464,20230204,20230205.0,20230216.0,,
2489,65,1,-11.932602,-77.096652,20230214,20230217.0,,,
2490,8,3,-11.9313,-77.096682,20230121,20230127.0,20230208.0,20230210.0,20230211.0
2491,20,2,-12.005766,-77.099169,20230203,20230207.0,20230219.0,,
2492,110,1,-11.930284,-77.100662,20230212,20230213.0,20230219.0,,
2493,19,4,-11.854561,-77.124095,20230212,20230215.0,20230218.0,20230219.0,
2494,55,2,-11.931115,-77.099237,20230119,20230122.0,20230129.0,20230201.0,20230202.0
2495,52,6,-12.000257,-77.104741,20230208,,,,
2496,51,2,-11.931564,-77.098663,20230203,20230204.0,,,
2497,39,2,-11.855657,-77.123078,20230208,20230212.0,20230217.0,20230220.0,
2498,112,2,-11.989353,-77.011242,20230214,20230220.0,,,
2499,99,3,-12.001499,-77.106471,20230201,20230203.0,,,
2500,37,2,-11.935266,-77.089191,20230112,20230119.0,20230129.0,20230131.0,20230205.0
2501,84,4,-11.935456,-77.089614,20230213,20230215.0,,,
2502,110,3,-11.941616,-77.064061,20230114,20230118.0,20230129.0,20230201.0,20230206.0
2503,8,4,-11.85565,-77.123558,20230219,,,,
2504,122,1,-11.856437,-77.12337,20230122,20230123.0,20230206.0,20230208.0,
2505,119,3,-12.188928,-76.983092,20230206,20230207.0,20230210.0,20230215.0,
2506,17,2,-11.852553,-77.121181,20230128,20230202.0,20230212.0,,
2507,45,1,-11.945647,-77.050117,20230129,20230203.0,,,
2508,111,2,-11.960442,-77.050372,20230121,20230128.0,20230129.0,20230201.0,
2509,102,1,-11.979861,-77.072451,20230209,,,,
2510,99,1,-12.036699,-76.930003,20230126,20230202.0,20230204.0,,
2511,110,5,-12.02488,-76.998556,20230218,,,,
2512,37,1,-11.970912,-77.068356,20230119,20230124.0,20230131.0,20230202.0,20230206.0
2513,40,2,-12.043293,-76.918531,20230209,20230211.0,,,
2514,51,3,-12.124746,-76.993922,20230218,,,,
2515,34,1,-11.971241,-77.069335,20230125,20230131.0,20230201.0,20230202.0,20230204.0
2516,38,5,-12.098996,-77.00183,20230203,20230205.0,20230210.0,20230211.0,20230212.0
2517,91,2,-12.029105,-77.060421,20230201,20230206.0,,,
2518,63,2,-12.024419,-76.994687,20230210,,,,
2520,118,6,-12.108842,-77.003741,20230209,,,,
2521,32,2,-11.916339,-77.00949,20230108,20230115.0,20230127.0,20230201.0,20230204.0
2522,77,5,-11.882509,-77.065279,20230131,20230202.0,20230208.0,,
2523,74,2,-12.025912,-77.065589,20230127,20230130.0,20230211.0,20230215.0,20230218.0
2524,40,1,-11.970072,-77.079679,20230206,20230213.0,20230217.0,,
2525,26,3,-12.108072,-77.000721,20230106,20230113.0,20230127.0,20230128.0,20230131.0
2526,79,1,-12.124557,-76.993932,20230208,20230210.0,,,
2527,122,4,-12.20283,-76.950262,20230119,20230124.0,20230131.0,20230204.0,20230205.0
2528,83,2,-11.957934,-77.078828,20230130,20230201.0,20230215.0,,
2529,57,2,-12.028723,-77.065713,20230205,,,,
2530,85,3,-12.105593,-77.000754,20230128,20230204.0,20230208.0,,
2531,21,1,-11.892821,-77.12834,20230204,,,,
2532,117,2,-12.025258,-77.07471,20230206,20230208.0,,,
2533,71,2,-12.124612,-76.993965,20230121,20230124.0,20230207.0,20230209.0,
2534,1,1,-11.95754,-77.080215,20230203,20230209.0,,,
2535,34,3,-12.124558,-76.994012,20230123,20230130.0,20230131.0,20230205.0,20230209.0
2536,48,4,-12.108652,-76.992916,20230208,20230210.0,,,
2537,68,2,-11.913313,-77.015949,20230122,20230126.0,20230209.0,20230211.0,20230214.0
2538,45,1,-12.201461,-76.94739,20230121,20230123.0,20230124.0,20230125.0,20230131.0
2539,60,5,-12.007112,-77.007988,20230124,20230130.0,20230213.0,20230217.0,
2540,81,1,-12.011125,-77.068794,20230210,,,,
2541,34,5,-12.124719,-76.994046,20230209,,,,
2542,25,1,-11.922003,-77.034542,20230126,20230131.0,,,
2543,56,4,-12.052456,-77.120161,20230127,20230131.0,20230209.0,20230211.0,20230216.0
2544,61,4,-12.008704,-76.823819,20230210,20230214.0,,,
2545,9,4,-12.002087,-77.012836,20230218,,,,
2546,25,1,-12.214215,-76.939665,20230218,,,,
2547,107,2,-12.09482,-76.995768,20230129,20230201.0,20230202.0,20230206.0,
2548,77,2,-12.068398,-77.135957,20230218,,,,
2549,3,2,-12.124563,-76.993986,20230127,20230203.0,,,
2550,114,2,-11.989079,-77.01301,20230119,20230125.0,20230202.0,20230205.0,
2551,90,2,-12.005048,-77.068379,20230206,,,,
2552,106,1,-12.004039,-77.070277,20230213,20230218.0,,,
2553,79,1,-12.014035,-76.81352,20230127,20230203.0,20230204.0,20230208.0,20230210.0
2554,66,4,-12.215101,-76.939387,20230216,,,,
2555,102,3,-11.990068,-77.007857,20230114,20230115.0,20230127.0,20230131.0,
2556,75,1,-12.092489,-76.99618,20230201,20230204.0,20230207.0,20230211.0,20230217.0
2557,71,1,-12.071207,-77.060927,20230207,20230211.0,,,
2558,45,1,-11.964519,-77.053928,20230121,20230125.0,20230207.0,,
2559,60,2,-12.213749,-76.936408,20230202,,,,
2560,84,2,-12.092486,-76.996235,20230207,20230214.0,,,
2561,117,3,-12.124558,-76.993866,20230125,20230128.0,20230207.0,20230209.0,
2562,115,2,-12.021408,-76.815857,20230219,,,,
2563,121,5,-12.205391,-76.938098,20230206,,,,
2564,115,1,-12.089297,-76.99607,20230220,,,,
2565,76,2,-11.989135,-77.008868,20230205,20230206.0,,,
2566,5,3,-12.071338,-77.060875,20230201,20230206.0,,,
2567,49,1,-12.124571,-76.993901,20230119,20230124.0,20230203.0,,
2568,54,2,-11.736419,-77.143194,20230214,,,,
2569,20,3,-11.735035,-77.143027,20230121,20230124.0,20230131.0,20230203.0,20230206.0
2570,47,3,-11.731788,-77.142539,20230205,20230211.0,,,
2571,113,5,-11.914411,-77.055997,20230207,20230210.0,20230213.0,,
2572,71,2,-11.994292,-77.088921,20230205,,,,
2573,46,1,-12.086819,-76.996193,20230218,,,,
2574,64,3,-12.022071,-76.814021,20230209,20230210.0,20230219.0,,
2575,29,1,-12.083452,-76.999486,20230111,20230112.0,20230125.0,20230130.0,20230201.0
2576,57,3,-11.769436,-77.159832,20230130,20230206.0,,,
2577,23,2,-12.084518,-76.99721,20230201,20230203.0,20230204.0,,
2578,106,5,-11.773592,-77.172569,20230209,20230210.0,20230219.0,20230220.0,
2579,123,4,-12.023839,-76.809294,20230131,20230201.0,,,
2580,116,4,-12.124739,-76.993929,20230130,20230205.0,20230209.0,20230210.0,
2581,120,2,-12.02437,-76.808844,20230122,20230129.0,20230207.0,20230208.0,
2582,36,3,-11.773976,-77.173713,20230205,20230209.0,,,
2583,64,1,-12.084066,-77.004505,20230211,,,,
2584,52,3,-12.22552,-76.946217,20230213,,,,
2585,70,5,-12.075158,-77.064471,20230121,20230125.0,20230203.0,20230206.0,
2586,98,4,-12.01782,-76.814241,20230213,,,,
2587,46,3,-12.239125,-76.93184,20230205,20230211.0,,,
2588,99,2,-11.985883,-77.008684,20230212,,,,
2589,11,2,-11.776006,-77.168605,20230122,20230125.0,20230131.0,20230205.0,
2590,97,2,-12.017778,-76.814704,20230210,,,,
2591,75,6,-12.249057,-76.929992,20230212,20230213.0,20230214.0,20230217.0,20230218.0
2592,41,3,-11.776986,-77.165894,20230116,20230122.0,20230124.0,20230127.0,20230203.0
2593,62,3,-11.923511,-77.075269,20230129,20230202.0,20230203.0,,
2594,77,1,-11.929244,-77.076585,20230203,,,,
2595,56,4,-12.038711,-77.087134,20230215,,,,
2596,5,4,-11.94088,-77.059031,20230214,20230215.0,,,
2597,3,1,-11.986961,-77.018858,20230121,20230126.0,20230128.0,20230201.0,20230203.0
2598,79,1,-11.991941,-77.094824,20230201,20230204.0,20230217.0,,
2599,70,1,-11.987113,-77.018927,20230216,,,,
2600,87,1,-11.989306,-77.016402,20230214,,,,
2601,70,1,-12.081755,-77.044463,20230128,20230131.0,20230211.0,20230213.0,
2602,80,1,-12.017875,-76.824606,20230129,20230202.0,20230208.0,,
2603,55,3,-12.278081,-76.870077,20230114,20230120.0,20230203.0,20230206.0,
2604,111,1,-11.948878,-77.080147,20230219,,,,
2605,65,1,-12.12466,-76.994018,20230212,20230214.0,,,
2606,18,4,-12.027071,-77.099706,20230203,,,,
2607,68,1,-11.957625,-77.0802,20230213,20230215.0,20230216.0,,
2608,73,1,-12.027092,-77.099778,20230130,20230206.0,20230220.0,,
2609,47,3,-11.937691,-77.063865,20230219,,,,
2610,41,1,-12.072568,-77.048398,20230204,,,,
2611,67,3,-12.276453,-76.833903,20230208,20230214.0,20230216.0,20230218.0,20230220.0
2612,44,3,-12.026877,-77.098803,20230117,20230120.0,20230129.0,20230201.0,20230206.0
2613,95,2,-11.995517,-77.093164,20230123,20230126.0,20230203.0,20230207.0,
2614,47,4,-12.026858,-77.098836,20230203,20230206.0,20230219.0,,
2615,75,4,-11.962331,-77.081745,20230127,20230203.0,20230213.0,20230217.0,20230218.0
2616,93,1,-11.970819,-77.006068,20230203,,,,
2617,4,6,-12.276907,-76.83704,20230127,20230201.0,20230208.0,20230212.0,20230219.0
2618,29,2,-12.029417,-77.096676,20230116,20230123.0,20230202.0,20230203.0,20230204.0
2619,28,6,-12.090764,-77.07524,20230201,20230204.0,20230206.0,,
2620,31,1,-12.02574,-76.824602,20230201,20230203.0,20230212.0,20230214.0,20230217.0
2621,80,3,-12.275343,-76.837351,20230201,20230205.0,20230207.0,,
2622,97,5,-11.974782,-77.072251,20230204,20230206.0,20230213.0,,
2623,74,2,-12.089092,-77.073622,20230120,20230123.0,20230126.0,20230129.0,20230204.0
2624,80,3,-12.000186,-77.094568,20230106,20230112.0,20230125.0,20230130.0,20230202.0
2625,102,1,-12.026062,-76.822866,20230129,20230202.0,20230209.0,,
2626,54,5,-11.907678,-77.044384,20230115,20230121.0,20230204.0,20230206.0,
2627,45,4,-11.944635,-76.989348,20230206,20230209.0,20230214.0,20230215.0,
2628,53,3,-12.289448,-76.853464,20230203,20230208.0,20230212.0,20230217.0,20230220.0
2629,117,2,-12.090149,-77.072894,20230121,20230127.0,20230202.0,,
2630,122,4,-12.026148,-76.82273,20230214,,,,
2631,61,2,-12.124734,-76.993914,20230115,20230122.0,20230131.0,20230202.0,
2632,67,4,-12.029846,-76.821856,20230220,,,,
2633,26,4,-12.001523,-77.093995,20230118,20230125.0,20230128.0,20230131.0,
2634,4,4,-11.774096,-77.176482,20230121,20230128.0,20230204.0,20230207.0,20230213.0
2635,31,1,-11.9396,-77.002804,20230127,20230131.0,,,
2636,21,4,-12.292392,-76.85411,20230130,20230204.0,20230209.0,20230210.0,
2637,9,1,-12.017038,-77.026974,20230204,20230208.0,20230217.0,20230218.0,
2638,102,3,-12.029572,-76.821759,20230107,20230114.0,20230127.0,20230131.0,20230204.0
2639,89,4,-12.124682,-76.994034,20230211,,,,
2640,112,2,-11.776475,-77.16719,20230127,20230201.0,20230204.0,20230205.0,
2641,26,3,-11.940884,-76.996673,20230124,20230126.0,20230201.0,,
2642,41,1,-12.295242,-76.852811,20230119,20230124.0,20230205.0,20230206.0,
2643,17,1,-11.999065,-77.099855,20230129,20230204.0,20230209.0,20230214.0,20230218.0
2644,83,1,-12.037106,-77.078695,20230131,20230203.0,20230204.0,20230206.0,20230213.0
2645,88,5,-11.941626,-76.996534,20230201,,,,
2646,78,1,-12.036132,-76.823915,20230205,20230206.0,20230215.0,20230217.0,
2647,111,1,-11.779057,-77.167573,20230130,20230202.0,20230215.0,20230216.0,
2648,52,1,-11.932125,-77.038026,20230128,20230202.0,20230215.0,20230220.0,
2649,11,2,-11.944606,-76.9904,20230125,20230126.0,20230207.0,20230209.0,
2650,73,3,-11.785888,-77.156308,20230122,20230123.0,20230125.0,20230127.0,20230131.0
2651,35,2,-12.09171,-77.071804,20230115,20230118.0,20230126.0,20230131.0,20230202.0
2652,90,4,-11.998867,-77.098141,20230129,20230205.0,,,
2653,113,4,-11.94486,-76.990589,20230123,20230127.0,20230131.0,20230204.0,
2654,92,1,-11.994455,-77.104789,20230125,20230128.0,20230204.0,20230208.0,20230212.0
2655,41,3,-12.089465,-77.073549,20230120,20230123.0,20230131.0,20230201.0,
2656,58,1,-12.192819,-77.019676,20230129,20230205.0,20230214.0,20230218.0,
2657,85,5,-11.941269,-77.048403,20230131,,,,
2658,83,2,-11.991527,-77.106374,20230219,,,,
2659,25,5,-11.928098,-77.059556,20230130,20230203.0,20230216.0,,
2660,3,4,-11.78492,-77.15704,20230125,20230129.0,20230203.0,,
2661,73,1,-11.990893,-77.106756,20230205,20230212.0,20230220.0,,
2662,114,4,-11.941283,-77.053546,20230213,20230216.0,,,
2663,63,3,-11.994567,-77.105195,20230123,20230126.0,20230207.0,20230208.0,
2664,29,2,-11.997214,-77.104828,20230206,,,,
2665,117,2,-11.998899,-77.102228,20230207,20230214.0,,,
2666,27,1,-12.095425,-76.995024,20230112,20230118.0,20230201.0,,
2667,21,1,-12.091329,-76.995856,20230216,20230217.0,20230220.0,,
2668,40,2,-12.042897,-76.937658,20230218,,,,
2669,96,3,-12.088815,-76.996064,20230202,20230203.0,20230212.0,,
2670,48,4,-11.928205,-77.059501,20230129,20230130.0,20230212.0,20230217.0,
2671,87,5,-12.073112,-76.999629,20230208,,,,
2672,14,3,-11.934363,-77.046947,20230208,20230213.0,,,
2673,19,2,-12.078072,-77.012443,20230113,20230119.0,20230201.0,20230202.0,20230203.0
2674,65,1,-12.033943,-76.925508,20230208,,,,
2675,31,1,-12.065531,-77.03614,20230129,20230204.0,,,
2676,100,3,-12.086201,-76.996305,20230208,20230213.0,,,
2677,52,4,-12.077258,-77.029612,20230207,20230209.0,20230212.0,,
2678,102,1,-11.970938,-77.005877,20230219,,,,
2679,27,2,-11.956765,-77.049152,20230203,,,,
2680,74,1,-12.026319,-76.920391,20230204,20230206.0,,,
2681,53,4,-12.077175,-77.029603,20230208,,,,
2682,23,4,-12.069275,-77.013239,20230204,20230211.0,20230215.0,,
2683,50,4,-11.936238,-77.077258,20230111,20230118.0,20230129.0,20230201.0,20230204.0
2684,14,1,-12.124731,-76.994023,20230219,,,,
2685,53,2,-12.005321,-77.052832,20230206,20230207.0,20230212.0,20230216.0,
2686,72,4,-12.01893,-77.075374,20230201,,,,
2687,121,2,-12.084078,-77.02561,20230201,,,,
2688,77,1,-12.190378,-76.950456,20230205,,,,
2689,102,1,-11.884994,-77.023051,20230206,20230209.0,20230213.0,20230216.0,
2690,77,1,-12.19041,-76.942448,20230216,20230218.0,,,
2691,19,1,-11.996736,-77.087254,20230114,20230121.0,20230202.0,20230205.0,
2692,73,1,-12.124566,-76.994002,20230128,20230202.0,,,
2693,100,2,-12.09549,-76.995159,20230121,20230128.0,20230207.0,,
2694,47,5,-12.06266,-77.013372,20230207,20230208.0,20230217.0,20230218.0,
2695,106,4,-12.189775,-76.942387,20230214,20230218.0,,,
2696,42,3,-12.089707,-77.026749,20230208,20230212.0,20230220.0,,
2697,115,2,-11.863389,-77.008202,20230127,20230131.0,20230213.0,,
2698,41,2,-11.961975,-77.006994,20230117,20230121.0,20230204.0,20230209.0,
2699,50,4,-11.863408,-77.008115,20230130,20230202.0,20230206.0,20230209.0,
2700,28,5,-12.089696,-77.026754,20230118,20230124.0,20230205.0,20230210.0,20230215.0
2701,42,2,-12.004932,-77.089511,20230121,20230125.0,20230205.0,20230206.0,20230210.0
2702,9,1,-11.890633,-77.110995,20230124,20230127.0,20230210.0,20230214.0,
2703,66,5,-11.871436,-77.019141,20230114,20230118.0,20230124.0,20230126.0,20230131.0
2704,61,2,-12.088624,-77.026058,20230202,20230206.0,20230210.0,20230211.0,20230216.0
2705,45,1,-11.958065,-77.005958,20230204,20230209.0,,,
2706,90,1,-11.946236,-77.088551,20230131,20230201.0,,,
2707,96,3,-12.012985,-76.876657,20230203,20230208.0,,,
2708,101,1,-11.956748,-77.008988,20230213,,,,
2709,15,4,-11.94673,-77.08833,20230128,20230129.0,20230201.0,20230204.0,
2710,100,2,-12.19296,-76.94039,20230204,20230205.0,20230207.0,,
2711,97,1,-11.833202,-77.159081,20230119,20230121.0,20230204.0,20230207.0,20230211.0
2712,41,2,-12.072847,-77.009286,20230201,20230203.0,,,
2713,83,1,-12.007097,-77.085859,20230219,,,,
2714,69,5,-11.96428,-77.016087,20230130,20230206.0,20230207.0,20230209.0,
2715,43,2,-12.224898,-76.908263,20230208,20230215.0,,,
2716,96,4,-11.930117,-77.038111,20230217,,,,
2717,58,4,-12.073693,-76.998669,20230204,,,,
2718,83,2,-12.124694,-76.99391,20230212,20230213.0,20230215.0,20230220.0,
2719,46,5,-11.834826,-77.149552,20230124,20230131.0,,,
2720,79,6,-12.017329,-76.839012,20230204,20230211.0,,,
2721,32,2,-12.124576,-76.994008,20230203,20230204.0,,,
2722,33,2,-12.072008,-77.000541,20230213,20230216.0,,,
2723,19,4,-12.007217,-76.82756,20230131,20230203.0,20230209.0,,
2724,34,3,-12.216994,-76.902282,20230203,20230206.0,20230208.0,,
2725,90,6,-12.052735,-77.065676,20230206,20230209.0,20230213.0,20230217.0,
2726,97,4,-11.98923,-77.093436,20230208,,,,
2727,20,3,-11.913589,-77.011684,20230126,20230130.0,20230203.0,20230205.0,
2728,48,1,-12.052791,-77.099662,20230206,,,,
2729,12,3,-12.15164,-77.004479,20230130,20230131.0,20230202.0,,
2730,92,4,-11.973107,-77.044933,20230126,20230131.0,20230210.0,20230214.0,20230218.0
2731,97,5,-12.047603,-77.110413,20230131,20230204.0,20230205.0,,
2732,96,1,-12.074677,-76.999108,20230204,20230205.0,20230216.0,,
2733,45,1,-11.989214,-77.101818,20230122,20230124.0,20230204.0,20230207.0,20230212.0
2734,122,5,-12.019771,-76.822758,20230214,20230216.0,,,
2735,43,1,-12.048041,-77.110521,20230113,20230116.0,20230129.0,20230202.0,20230209.0
2736,102,3,-12.043955,-77.10236,20230123,20230129.0,20230131.0,,
2737,27,3,-12.024654,-76.820545,20230127,20230130.0,20230201.0,20230202.0,
2738,91,2,-11.972943,-77.047354,20230115,20230122.0,20230201.0,20230205.0,20230212.0
2739,115,2,-12.045434,-77.101646,20230131,20230202.0,20230216.0,20230218.0,
2740,103,2,-12.226276,-76.889209,20230203,20230208.0,20230215.0,20230216.0,
2741,53,3,-11.941403,-77.057392,20230218,,,,
2742,67,1,-11.94412,-76.98089,20230121,20230122.0,20230128.0,20230202.0,20230203.0
2743,104,1,-12.194254,-77.021587,20230122,20230123.0,20230205.0,20230209.0,20230214.0
2744,36,5,-12.224528,-76.89216,20230131,20230207.0,20230210.0,20230213.0,20230218.0
2745,6,2,-11.953708,-77.085881,20230206,20230208.0,20230214.0,,
2746,59,1,-12.02633,-76.821501,20230122,20230124.0,20230204.0,20230206.0,20230211.0
2747,80,1,-12.075544,-77.00049,20230202,20230205.0,20230210.0,20230211.0,
2748,94,4,-11.947417,-76.981068,20230205,,,,
2749,75,4,-12.026098,-77.034727,20230204,,,,
2750,123,2,-11.948048,-76.981807,20230210,20230214.0,,,
2751,34,1,-12.227376,-76.884366,20230116,20230121.0,20230202.0,20230206.0,
2752,35,1,-11.940237,-77.044172,20230212,,,,
2753,54,3,-11.94966,-76.982217,20230131,20230205.0,20230211.0,20230215.0,20230218.0
2754,121,1,-11.961567,-77.102482,20230122,20230125.0,20230204.0,,
2755,87,5,-12.193572,-77.020178,20230130,20230206.0,20230207.0,20230211.0,
2756,33,2,-12.038885,-77.086844,20230213,,,,
2757,115,2,-12.236932,-76.887368,20230205,20230212.0,,,
2758,3,1,-11.950291,-76.981293,20230209,20230211.0,20230215.0,20230216.0,
2759,5,1,-12.194962,-77.021358,20230122,20230123.0,20230201.0,,
2760,105,1,-11.969935,-77.098715,20230129,20230203.0,20230208.0,20230212.0,20230213.0
2761,93,3,-12.051029,-77.093257,20230118,20230125.0,20230126.0,20230131.0,
2762,94,4,-12.234149,-76.891461,20230129,20230131.0,20230209.0,20230213.0,
2763,25,2,-11.969405,-77.097784,20230220,,,,
2764,84,3,-11.966272,-76.993521,20230128,20230129.0,20230203.0,20230204.0,20230207.0
2765,103,1,-12.056446,-77.097083,20230130,20230201.0,20230207.0,20230212.0,20230219.0
2766,113,3,-12.232598,-76.893477,20230210,20230215.0,20230216.0,,
2767,25,6,-12.033188,-77.039642,20230126,20230128.0,20230210.0,,
2768,3,1,-12.078368,-77.002906,20230116,20230123.0,20230130.0,20230201.0,20230203.0
2769,85,1,-12.061615,-77.096828,20230205,,,,
2770,37,4,-12.124561,-76.993898,20230123,20230124.0,20230202.0,20230206.0,
2771,102,3,-12.083956,-77.004594,20230201,20230202.0,20230214.0,20230219.0,
2772,42,3,-12.065439,-77.09739,20230127,20230130.0,20230131.0,20230201.0,20230206.0
2773,21,6,-11.828862,-77.159217,20230130,20230203.0,20230207.0,20230208.0,
2774,1,2,-11.925335,-77.081553,20230126,20230202.0,,,
2775,82,1,-11.972627,-77.09497,20230122,20230125.0,20230131.0,,
2776,58,1,-12.084881,-77.003897,20230124,20230130.0,20230202.0,20230205.0,20230207.0
2777,64,2,-11.928418,-77.079419,20230125,20230126.0,20230129.0,20230131.0,20230201.0
2778,9,1,-11.928197,-77.055658,20230209,,,,
2779,78,1,-12.189099,-77.014154,20230206,,,,
2780,63,1,-12.069011,-77.103098,20230130,20230203.0,20230205.0,,
2781,32,1,-11.974499,-77.098515,20230201,20230203.0,20230214.0,20230215.0,
2782,45,5,-12.004343,-77.002538,20230201,20230202.0,20230212.0,,
2783,18,4,-12.06206,-77.104919,20230204,,,,
2784,2,4,-11.830106,-77.155104,20230215,,,,
2785,109,4,-11.926242,-77.078493,20230125,20230201.0,20230205.0,20230210.0,20230217.0
2786,71,5,-12.193724,-77.015485,20230206,20230212.0,,,
2787,71,4,-11.927124,-77.077393,20230128,20230130.0,20230209.0,20230212.0,20230214.0
2788,18,1,-11.929393,-77.081698,20230207,20230213.0,20230215.0,,
2789,49,3,-12.205888,-77.011998,20230203,,,,
2790,13,1,-11.931136,-77.082658,20230215,,,,
2791,61,6,-12.06538,-77.105829,20230204,20230207.0,,,
2792,77,2,-11.831236,-77.167661,20230116,20230118.0,20230128.0,20230131.0,
2793,71,4,-12.065674,-77.10534,20230123,20230127.0,20230206.0,,
2794,11,2,-12.202839,-77.00415,20230208,,,,
2795,21,4,-11.829067,-77.153586,20230206,,,,
2796,94,1,-11.977557,-77.099771,20230128,20230204.0,20230216.0,,
2797,14,4,-12.19423,-77.003027,20230206,20230209.0,20230219.0,,
2798,40,6,-11.978266,-77.099991,20230116,20230121.0,20230202.0,,
2799,111,4,-11.831287,-77.160744,20230120,20230126.0,20230204.0,,
2800,122,6,-12.078457,-77.082685,20230127,20230203.0,20230205.0,20230208.0,20230213.0
2801,54,4,-12.168424,-76.999113,20230119,20230122.0,20230203.0,20230205.0,
2802,109,2,-11.98674,-77.103699,20230202,20230209.0,20230213.0,,
2803,28,4,-11.921837,-77.061213,20230207,20230212.0,20230215.0,,
2804,93,3,-11.98685,-77.103554,20230117,20230120.0,20230127.0,20230131.0,
2805,43,2,-12.058628,-77.076002,20230122,20230129.0,20230203.0,20230205.0,20230212.0
2806,98,3,-12.059142,-77.072837,20230207,,,,
2807,93,3,-12.054561,-77.074282,20230121,20230128.0,20230131.0,,
2808,70,2,-12.110676,-77.049362,20230203,20230210.0,,,
2809,50,4,-12.054948,-77.07128,20230214,20230219.0,,,
2810,99,6,-12.142837,-77.016375,20230130,20230201.0,20230203.0,,
2811,19,1,-12.055016,-77.0693,20230125,20230130.0,20230202.0,20230205.0,
2812,39,3,-12.151,-76.987904,20230121,20230127.0,20230202.0,20230203.0,
2813,109,2,-12.174842,-76.990132,20230215,,,,
2814,107,5,-11.955858,-77.051058,20230121,20230123.0,20230128.0,20230131.0,
2815,26,1,-11.943575,-77.06659,20230220,,,,
2816,99,2,-12.1949,-77.021134,20230119,20230121.0,20230201.0,20230205.0,
2817,9,3,-12.174243,-77.025334,20230129,20230203.0,,,
2818,31,2,-12.168444,-77.031905,20230216,,,,
2819,69,1,-12.182518,-77.013424,20230111,20230117.0,20230121.0,20230125.0,20230201.0
2820,123,2,-12.039723,-76.99014,20230125,20230128.0,20230203.0,20230205.0,
2821,82,4,-12.193276,-76.981608,20230128,20230201.0,20230207.0,20230211.0,
2822,86,2,-12.045029,-76.984653,20230204,20230205.0,,,
2823,111,1,-12.076215,-76.989336,20230127,20230130.0,20230205.0,,
2824,53,2,-12.042263,-76.987826,20230122,20230128.0,20230206.0,20230209.0,
2825,117,2,-11.891196,-77.127494,20230203,20230205.0,20230214.0,,
2826,42,1,-12.033057,-77.065344,20230112,20230117.0,20230126.0,20230129.0,20230203.0
2827,85,5,-11.892795,-77.128274,20230125,20230131.0,20230212.0,,
2828,108,3,-12.031027,-76.99831,20230206,,,,
2829,101,5,-11.999465,-77.118499,20230126,20230202.0,,,
2830,43,3,-12.080267,-76.980238,20230211,,,,
2831,58,1,-11.976609,-77.081885,20230131,,,,
2832,78,1,-12.185462,-77.0078,20230118,20230121.0,20230131.0,,
2833,3,1,-12.027584,-76.990593,20230212,20230213.0,20230217.0,20230219.0,
2834,58,5,-11.975941,-77.083238,20230203,20230205.0,,,
2835,119,2,-11.944093,-76.980925,20230203,20230205.0,20230218.0,20230219.0,
2836,19,4,-11.895965,-77.127702,20230117,20230124.0,20230130.0,20230201.0,20230202.0
2837,73,3,-11.99752,-77.116913,20230202,,,,
2838,42,3,-11.972515,-77.081513,20230117,20230123.0,20230202.0,20230204.0,20230206.0
2839,13,2,-12.067414,-76.977801,20230120,20230124.0,20230207.0,20230208.0,
2840,79,3,-12.027414,-76.988147,20230218,20230219.0,,,
2841,13,1,-11.890276,-77.039616,20230208,20230209.0,20230215.0,,
2842,39,1,-11.898305,-77.04339,20230217,,,,
2843,118,4,-11.99679,-77.117373,20230210,,,,
2844,96,3,-12.124705,-76.993909,20230116,20230117.0,20230131.0,,
2845,47,2,-11.896124,-77.03784,20230105,20230112.0,20230126.0,20230129.0,20230131.0
2846,96,4,-11.897141,-77.127886,20230131,,,,
2847,17,4,-12.060596,-76.941853,20230201,20230207.0,20230211.0,20230216.0,20230217.0
2848,62,2,-12.198022,-76.966107,20230125,20230131.0,,,
2849,27,4,-12.030757,-76.989442,20230130,20230204.0,20230205.0,20230206.0,20230211.0
2850,76,5,-11.985662,-77.095887,20230119,20230122.0,20230128.0,20230129.0,20230131.0
2851,33,1,-11.995474,-77.11868,20230121,20230124.0,20230131.0,20230203.0,
2852,111,2,-11.924173,-76.958885,20230202,20230203.0,20230207.0,,
2853,117,4,-12.038826,-76.968041,20230122,20230126.0,20230131.0,,
2854,52,3,-11.993341,-77.072291,20230125,20230201.0,20230212.0,20230214.0,20230216.0
